X;Y;Z;Q1;Q2;Q3;Q4;Q5;Q6
1160;0;120;-0.0255531861818714;6.44624155276475;-32.3438986888371;3.51792932108869;160.493264964936;0
1150;0;120;-0.224795190797883;7.38306547029726;-30.0373616019358;3.49247484957799;160.100773322747;0
1140;0;120;-0.226643945916569;8.27070921832655;-27.8357250013579;3.46666089240806;159.687000672338;0
1130;0;120;-0.0349776255090761;9.11432947282244;-25.7242720112326;3.43040663959338;159.26708959755;0
1120;0;120;-0.0377088044295833;9.91681671650002;-23.6918219192697;3.38740213858251;158.846891795342;0
1110;0;120;-0.230682677074195;10.6823114926872;-21.7306750413612;3.34904964683377;158.420222895583;0
1100;0;120;-0.043349189389394;11.4159381424167;-19.832803895781;3.30583456895498;157.995344433143;0
1090;0;120;-0.232989910452939;12.1171361339421;-17.9918294657795;3.26593195788933;157.57392597055;0
1080;0;120;-0.234215538347209;12.7907760227846;-16.2034463174014;3.22770822137313;157.151141501278;0
1200;0;130;-0.0161796104023964;2.9740078631825;-42.3390739808941;3.45185460652079;160.665329165136;0
1190;0;130;-0.217466803145928;4.15996614837775;-39.3788349671512;3.46055325457595;160.948305610483;0
1180;0;130;-0.218242927581818;5.27292977140235;-36.6480309226794;3.46134353293591;160.892484469527;0
1170;0;130;-0.0206302651174185;6.31849588517867;-34.0970044808911;3.45066275932329;160.662407473624;0
1160;0;130;-0.0233408729571088;7.30308004353818;-31.6922667957832;3.42585565366354;160.330458628088;0
1150;0;130;-0.222608010119612;8.23283373231536;-29.4070411313578;3.4024855020489;159.953988526227;0
1140;0;130;-0.0293771754764117;9.1160405876074;-27.2240801304876;3.37188531745566;159.550600708385;0
1130;0;130;-0.225657676183902;9.95434130102184;-25.1282810518076;3.34146469632337;159.14147576101;0
1120;0;130;-0.227245482983797;10.7543035579508;-23.1096980079574;3.31279637345792;158.72847198314;0
1110;0;130;-0.0383848169126611;11.5205485848041;-21.1628896483272;3.27290605682658;158.292900353965;0
1100;0;130;-0.229778158796626;12.2515941204073;-19.2745753372267;3.2376291057526;157.880794355981;0
1090;0;130;-0.0439543055122592;12.9547550270793;-17.4440164809303;3.19678846752531;157.457383076755;0
1080;0;130;-0.0462369884783829;13.6290612433577;-15.663891162208;3.14732256562546;157.039604459055;0
1070;0;130;-0.0484286128660242;14.2775023187105;-13.9309421724632;3.09661825960434;156.620349983285;0
1200;0;140;-0.0134708567561425;3.87696558423544;-41.5966763297878;3.31589094733476;160.330059556961;0
1190;0;140;-0.214775704645624;5.04077447267911;-38.6765245983214;3.32732961333296;160.685956200247;0
1180;0;140;-0.0148024946909499;6.13903946333299;-35.9788392226481;3.32391836290896;160.670922576714;0
1170;0;140;-0.0169845445883731;7.17289392435396;-33.4558350011158;3.30847612413076;160.4639624575;0
1160;0;140;-0.0194881036299599;8.14800255345972;-31.0708163796378;3.2878540396372;160.176662450767;0
1150;0;140;-0.0222540147291745;9.07237453379661;-28.805443794982;3.26182941414461;159.814232839929;0
1140;0;140;-0.22016798499978;9.94987427871353;-26.6397282187964;3.23856136871803;159.419477636167;0
1130;0;140;-0.0282449841684754;10.7864472629492;-24.5585215953369;3.21029388217649;159.021024266266;0
1120;0;140;-0.223076555991423;11.5844677165862;-22.5547252327327;3.18214227643125;158.60106911294;0
1110;0;140;-0.224573150433903;12.3482612182866;-20.6171447372266;3.15503573416023;158.185818942867;0
1100;0;140;-0.0371548468311303;13.0813655116621;-18.7409848890873;3.11905007620493;157.763325882794;0
1090;0;140;-0.0397415792581072;13.7842092128603;-16.9189515190631;3.07948338978413;157.34567107703;0
1080;0;140;-0.0421630781019492;14.4607405483972;-15.1493335742596;3.0344459630927;156.91113548266;0
1070;0;140;-0.0444755427096916;15.1116054367739;-13.4249977306888;2.98844231980436;156.481885113695;0
1060;0;140;-0.0465764171634704;15.737444924416;-11.7402334329939;2.94111098593548;156.073882768156;0
1200;0;150;-0.0103307392254565;4.76447663168534;-40.8986134829437;3.1673786041007;159.972340241396;0
1190;0;150;-0.00977726717438868;5.907888833107;-38.0131932565988;3.17610878902876;160.414235031941;0
1180;0;150;-0.0109480983443235;6.9905951554624;-35.3426807098168;3.17408663849392;160.46154639449;0
1170;0;150;-0.0130361499090735;8.01422585309347;-32.8438837014837;3.16314425761072;160.287141648767;0
1160;0;150;-0.213639362174908;8.98213482798737;-30.4819558613529;3.1530474361168;160.004086221977;0
1150;0;150;-0.215277890163967;9.90109386882919;-28.2342189249038;3.14177376361275;159.659109132649;0
1140;0;150;-0.0217525165052457;10.7760123247505;-26.0836495680158;3.11936859803594;159.279909113782;0
1130;0;150;-0.218193363369938;11.6090479801251;-24.0166203716744;3.0976515250891;158.885356419954;0
1120;0;150;-0.0276737358256253;12.4071209765714;-22.0250400163729;3.06891092196908;158.471136238873;0
1110;0;150;-0.220870611094651;13.170156792355;-20.0989726978036;3.04101811418168;158.053820212292;0
1100;0;150;-0.0333862925026335;13.9040350843889;-18.2334414545595;3.00741543279197;157.625901269634;0
1090;0;150;-0.223212519513676;14.6073286450716;-16.4199078003989;2.97652339125827;157.209009947082;0
1080;0;150;-0.224436582636178;15.2845301295391;-14.655169101917;2.94741611217228;156.794436330257;0
1070;0;150;-0.225627577565964;15.9369663321618;-12.9359150619717;2.91763966524333;156.377090159433;0
1060;0;150;-0.0443983076553225;16.5673600804252;-11.2600645911765;2.87830548885546;155.947641360124;0
1050;0;150;-0.0464314156513819;17.1740807641591;-9.62070308348419;2.83158063607962;155.533697701907;0
1200;0;160;-0.00846905775347687;5.63643811272488;-40.2400137718073;3.06158495802767;159.612638900874;0
1190;0;160;-0.209707372142977;6.75972078736622;-37.3853960794897;3.07936997122213;160.143488003705;0
1180;0;160;-0.209771230518544;7.82861867414922;-34.7386192998286;3.0892916415355;160.257946115513;0
1170;0;160;-0.0111682784065556;8.84305812218342;-32.2599641939149;3.08523021829082;160.129969892465;0
1160;0;160;-0.211814887380807;9.80475628277548;-29.917683005834;3.07702341298655;159.863569338843;0
1150;0;160;-0.0166626301566801;10.7199535708461;-27.6870096841049;3.06186551203057;159.530232209124;0
1140;0;160;-0.214663543697236;11.5908295714111;-25.5514863623981;3.04429845651312;159.156583379591;0
1130;0;160;-0.216292354118222;12.4232119859572;-23.4985886808883;3.02785449222284;158.75953668061;0
1120;0;160;-0.217888160631802;13.2198888307644;-21.5182852947269;3.00888565618803;158.349754952849;0
1110;0;160;-0.0287854363596403;13.9843387920505;-19.6024047977111;2.97960390043429;157.935559752323;0
1100;0;160;-0.22030598810533;14.7170216617504;-17.7438092998172;2.9509518562646;157.523308360208;0
1090;0;160;-0.221590252940388;15.4220456355669;-15.9372150057262;2.9252008615703;157.115302616465;0
1080;0;160;-0.222862897867279;16.1012055673283;-14.1794155636475;2.89887253851971;156.702285009586;0
1070;0;160;-0.224002919473904;16.7563262284228;-12.4668990727047;2.86894019173766;156.281918853229;0
1060;0;160;-0.225135278657934;17.3885517438841;-10.7954634269018;2.83914361795889;155.860224416499;0
1050;0;160;-0.0453439881724728;17.9992211327298;-9.16086479282281;2.79922214300747;155.447718376501;0
1040;0;160;-0.0475807673542455;18.5889498010064;-7.56235294247024;2.75831290239818;155.029071439586;0
1200;0;170;-0.210944404159509;6.49085265800576;-39.6150089048146;3.00157402928576;159.28852280316;0
1190;0;170;-0.00693021779191649;7.59845618902978;-36.7900373404076;3.01616329910904;159.889003324195;0
1180;0;170;-0.208725461120948;8.65617648946195;-34.1695282163412;3.02212946910135;160.0312683016;0
1170;0;170;-0.209524310939033;9.6620294952765;-31.7113291096933;3.02466073749731;159.932415244323;0
1160;0;170;-0.012476150119945;10.6189194708603;-29.3856102731508;3.01442877554121;159.69479491669;0
1150;0;170;-0.0150375055631915;11.5290756845106;-27.16838047792;2.99706291150787;159.389154402728;0
1140;0;170;-0.0177000938414261;12.3981320320619;-25.0461546268781;2.97387434244869;159.026956092303;0
1130;0;170;-0.020379035655167;13.2290829995747;-23.0045815578214;2.94750109172952;158.641073927708;0
1120;0;170;-0.02306951449833;14.025192775805;-21.034031794247;2.91950558976109;158.24187000658;0
1110;0;170;-0.21642269508751;14.7888023483515;-19.1270076944976;2.89771140363684;157.833084613348;0
1100;0;170;-0.217936690549463;15.5240749715039;-17.2786171950075;2.87758159967866;157.408979974124;0
1090;0;170;-0.219318935198077;16.2315550941933;-15.4809927278003;2.85497739330976;156.990437501731;0
1080;0;170;-0.220656072970525;16.9132098972591;-13.7300381870589;2.83192128456057;156.575933389987;0
1070;0;170;-0.221936452683317;17.571594462458;-12.024317926027;2.80628805857642;156.148584911683;0
1060;0;170;-0.222968602065046;18.2067156527821;-10.3570842535511;2.77675168010478;155.73410464672;0
1050;0;170;-0.0432674822998521;18.8219399645789;-8.72914371776835;2.73964219851287;155.305933581546;0
1040;0;170;-0.045254068247893;19.4155382553427;-7.13421585370285;2.69536583320043;154.890463041043;0
1030;0;170;-0.224595365669677;19.9892233007225;-5.57175942692265;2.65855469554563;154.474156244537;0
1200;0;180;-0.00647864848915625;7.33673302480388;-39.0341102337122;2.9092741557196;158.888378678961;0
1190;0;180;-0.207406902660081;8.42456232901576;-36.231264718397;2.92854824697667;159.607473326868;0
1180;0;180;-0.207052394543703;9.47062017642532;-33.6282882533048;2.94160156719602;159.830019320738;0
1170;0;180;-0.207721137386083;10.4691806807367;-31.187987566717;2.94624894032087;159.765481059065;0
1160;0;180;-0.208864637696428;11.4205255040235;-28.8777427621323;2.94437572988684;159.551565736516;0
1150;0;180;-0.0134062616689743;12.3284324408628;-26.6753740746046;2.93366189131554;159.253950089103;0
1140;0;180;-0.211452083131834;13.195355483169;-24.5660095209209;2.91855930017708;158.897124152924;0
1130;0;180;-0.213033500760357;14.025698194305;-22.5355536483415;2.90649155779819;158.516196817546;0
1120;0;180;-0.0222093434996377;14.8228794399518;-20.5755590077904;2.88201589430094;158.11585610039;0
1110;0;180;-0.215521568313286;15.5868979668508;-18.6756762838962;2.86056319583732;157.721191226328;0
1100;0;180;-0.0278452926312426;16.3237960641086;-16.833605019359;2.833324035101;157.310078943699;0
1090;0;180;-0.0302385166170252;17.0331961086417;-15.0423092637237;2.79742741895733;156.897241825775;0
1080;0;180;-0.0325657708083077;17.7176705226762;-13.2979399911302;2.76007590877837;156.480499848307;0
1070;0;180;-0.034934995952903;18.3786155475752;-11.5963276052692;2.72430127072597;156.063643333378;0
1060;0;180;-0.219635010836477;19.0164442783688;-9.93333104054583;2.69371312312096;155.652940795701;0
1050;0;180;-0.220803101476397;19.6346462521765;-8.30882969348014;2.66883810247803;155.229643023839;0
1040;0;180;-0.0426056677512999;20.2335096728448;-6.71857456358833;2.63169602091736;154.807443193834;0
1030;0;180;-0.222040393892793;20.811883051443;-5.15951772978004;2.59769522552319;154.389805464713;0
1020;0;180;-0.0471538477023629;21.3734821312542;-3.63100592081703;2.56027797051573;153.969692274142;0
1200;0;190;-0.208309189726725;8.16534086688617;-38.4830978148914;2.8199965043987;158.531568785805;0
1190;0;190;-0.205947518987918;9.23885408005982;-35.7045806848105;2.84551087486387;159.325371697649;0
1180;0;190;-0.00416891992207544;10.2756958686625;-33.1211092257802;2.85367590376413;159.59783354211;0
1170;0;190;-0.00564925059773608;11.2671205481723;-30.6956178098157;2.84968784653506;159.580145195575;0
1160;0;190;-0.00773977373638474;12.2139031059124;-28.3988358208743;2.83975876167466;159.396041523477;0
1150;0;190;-0.207189541506013;13.1180569156607;-26.2087588385658;2.83282824751251;159.115821530547;0
1140;0;190;-0.0130948350783694;13.9836361172946;-24.1075231688591;2.81886112457798;158.793548980759;0
1130;0;190;-0.209745258294124;14.8131845197371;-22.0870714255774;2.80586907419001;158.41958541631;0
1120;0;190;-0.211216469110484;15.609960306665;-20.1347883838453;2.79261965829211;158.032268425289;0
1110;0;190;-0.212750775800446;16.3766832846694;-18.2450546058777;2.77847613563274;157.625206997214;0
1100;0;190;-0.024937431959267;17.1150741838263;-16.4090263955734;2.75236400463332;157.224152396171;0
1090;0;190;-0.027482594077482;17.8271677588987;-14.6245970809943;2.7219643792399;156.808656657035;0
1080;0;190;-0.0298291840666344;18.5142729376063;-12.8850310802425;2.6878230738825;156.39885763962;0
1070;0;190;-0.0321217679064111;19.1789472788184;-11.1892611565211;2.65162374259149;155.976410890083;0
1060;0;190;-0.217033873635912;19.8219770186155;-9.53394940330535;2.62446566750008;155.541784016158;0
1050;0;190;-0.218105146606758;20.444204924728;-7.91297126570184;2.5996215978584;155.121464477237;0
1040;0;190;-0.0398959396256859;21.0471329377708;-6.3251390460788;2.5654116338431;154.706700459432;0
1030;0;190;-0.219422537308406;21.6301717353343;-4.76859230543103;2.5347442199066;154.292472180245;0
1020;0;190;-0.0446658009858998;22.1969818331733;-3.24284638664073;2.50198698405655;153.870831055944;0
1010;0;190;-0.220783719713918;22.7456358773964;-1.74515077377171;2.47152208138274;153.445929119956;0
1200;0;200;-0.207066954229952;8.9819797226351;-37.9659911372677;2.73801781253023;158.166458973776;0
1190;0;200;-0.204495837112966;10.0408890494757;-35.2083451423669;2.76567304883265;159.047699176929;0
1180;0;200;-0.00237196318678246;11.0678535243729;-32.6400169122265;2.77536354876478;159.389706660637;0
1170;0;200;-0.203748075098568;12.0529774296923;-30.2289554708329;2.77997714611477;159.408166411051;0
1160;0;200;-0.204694787529318;12.9961152352639;-27.9448748947326;2.78268581009195;159.248846434548;0
1150;0;200;-0.00885176294424977;13.8992094245089;-25.7661729005116;2.77347395133214;158.986666770238;0
1140;0;200;-0.0114025357668458;14.7640711748826;-23.6768712711586;2.75735927957583;158.662845691156;0
1130;0;200;-0.01400846949842;15.5945234101088;-21.6661708637143;2.73649687176482;158.293146676072;0
1120;0;200;-0.209036115394039;16.3920900983464;-19.7229025349127;2.72058013514038;157.904763216678;0
1110;0;200;-0.0195836940472297;17.1599918983367;-17.8378653790908;2.69924133091371;157.521549189021;0
1100;0;200;-0.0221392421703328;17.9006336300975;-16.0097464131928;2.67177893680846;157.112459293809;0
1090;0;200;-0.0246935725594583;18.6154725044836;-14.2309994202504;2.64402605963084;156.699660092566;0
1080;0;200;-0.0271683203572804;19.3066943935897;-12.4987140850688;2.61341523687359;156.27544433629;0
1070;0;200;-0.0294322041870395;19.9741464434054;-10.8052990078934;2.5803083574477;155.870248253037;0
1060;0;200;-0.0317588809157297;20.6209463612607;-9.1520972446118;2.54775297406686;155.451542838319;0
1050;0;200;-0.21482581756054;21.2468940516421;-7.53434584943262;2.52039751403717;155.033706035588;0
1040;0;200;-0.0366696794308892;21.8544090237879;-5.94937982544928;2.49014548793896;154.621154786129;0
1030;0;200;-0.216431996752293;22.4441006033287;-4.39902031865108;2.46338319356064;154.181190128;0
1020;0;200;-0.0417585478056566;23.0171616475792;-2.87754625713399;2.43339038694974;153.745221781209;0
1010;0;200;-0.218003824435604;23.5722964732353;-1.38342524620585;2.40572584533955;153.308428836948;0
1000;0;200;-0.0465440448473006;24.1110408633055;0.0872300696100991;2.37398352771033;152.891694525155;0
1200;0;210;-0.00123406778850663;9.78948527806447;-37.4852517165844;2.63012641740425;157.755981962744;0
1190;0;210;-0.202043542913684;10.8324625791909;-34.7447221080419;2.65699361135355;158.748699404612;0
1180;0;210;-0.201222459633684;11.8502651721242;-32.1912169689171;2.67757621593442;159.150896124037;0
1170;0;210;-0.00136718864533625;12.8303812970291;-29.7914496253695;2.68266836436863;159.221823679602;0
1160;0;210;-0.0032719054611802;13.7699201076558;-27.5175986074571;2.67730599727225;159.098304895494;0
1150;0;210;-0.202734468612348;14.6706896728091;-25.349653792536;2.67398899257744;158.849187094743;0
1140;0;210;-0.204109503681667;15.5353501792221;-23.2700046819573;2.67106799403193;158.534150536458;0
1130;0;210;-0.205524580626123;16.3655270773587;-21.2652697866769;2.66536720099266;158.189721324824;0
1120;0;210;-0.0144753459730577;17.1648736852757;-19.3280467157453;2.6488632985802;157.818847568968;0
1110;0;210;-0.0170838073565911;17.9345641713699;-17.4505393294799;2.62726292945182;157.433103566555;0
1100;0;210;-0.208840272086617;18.6771167343414;-15.6279530390802;2.60912072690172;157.029328168353;0
1090;0;210;-0.210172120579326;19.3951215722157;-13.854780910454;2.59321959433181;156.616462019262;0
1080;0;210;-0.211496426324064;20.0893477957391;-12.1259603265678;2.57694938273902;156.202736658641;0
1070;0;210;-0.0285628481985196;20.7616095649941;-10.4377376382363;2.55341905248881;155.791801283081;0
1060;0;210;-0.0307952264844377;21.4128855389137;-8.78877544702165;2.51923797464518;155.370230038641;0
1050;0;210;-0.21390027567449;22.0433390291553;-7.17400313439249;2.4931190802723;154.955207680208;0
1040;0;210;-0.0358678240990817;22.6573614015591;-5.59547535274283;2.46439193132585;154.516590017434;0
1030;0;210;-0.0382823400932858;23.2529018761957;-4.04771989630726;2.43376381846421;154.077025078281;0
1020;0;210;-0.216275712419489;23.8289565007815;-2.5250148413615;2.40878356317311;153.664838112214;0
1010;0;210;-0.0434609136292147;24.3917107066942;-1.03430389390148;2.38228172948942;153.217960077841;0
1000;0;210;-0.0454667772735092;24.9373339430751;0.43219512149251;2.34520282503661;152.78091518759;0
990;0;210;-0.218031386389902;25.4657703033275;1.87705936968891;2.31565812676997;152.36188018644;0
1200;0;220;-0.00111897985936513;10.5832089455065;-37.032963301932;2.58564874763697;157.365131507488;0
1190;0;220;-0.201700712806007;11.6114940000149;-34.3074395833053;2.61329220506369;158.471608847718;0
1180;0;220;-0.20062577132345;12.6211933259763;-31.7666294106007;2.63359566198371;158.938593533246;0
1170;0;220;-0.200735275474177;13.5961890326771;-29.3782254987126;2.64680295343532;159.049131292067;0
1160;0;220;-0.201471908412454;14.5334439618187;-27.1153012780072;2.65253960246098;158.946767670348;0
1150;0;220;-0.00531656229443839;15.4331022097288;-24.9541355081342;2.64688560121588;158.735665471552;0
1140;0;220;-0.00770452080954082;16.2971262568949;-22.8810952917494;2.63322215513281;158.446747163964;0
1130;0;220;-0.204367439275113;17.1287383220643;-20.8865059223746;2.62319902987544;158.091669079214;0
1120;0;220;-0.0132649663938511;17.9294034747981;-18.9551908920605;2.60895745363144;157.733645929558;0
1110;0;220;-0.206697447033063;18.7013326733037;-17.0848236721812;2.59363091781059;157.343988681873;0
1100;0;220;-0.208036039957565;19.447024593198;-15.2672044072885;2.58058543169901;156.94760795692;0
1090;0;220;-0.209332051150926;20.1680444282893;-13.4981679261078;2.56543318083783;156.542653176167;0
1080;0;220;-0.210586048846331;20.8663324529723;-11.7745105321473;2.54787940707363;156.124794857171;0
1070;0;220;-0.0277263267280741;21.5435844062537;-10.0922464279985;2.52607099221641;155.699686620991;0
1060;0;220;-0.0299136124689085;22.1991480138378;-8.44617338905257;2.49211975433651;155.283001947981;0
1050;0;220;-0.213124240558439;22.8345274367207;-6.83453893571135;2.4683973412976;154.867644525781;0
1040;0;220;-0.21452160050913;23.4534290394866;-5.25903316341248;2.45209433711475;154.425440057918;0
1030;0;220;-0.0380254716786682;24.0538864212593;-3.71128469580196;2.42273185242233;154.004066778705;0
1020;0;220;-0.215942736244558;24.6364673875314;-2.1921996291157;2.39508493344649;153.579870900666;0
1010;0;220;-0.0427915260067322;25.2040305713838;-0.700655695583897;2.3644558160608;153.152181768003;0
1000;0;220;-0.0449080536146491;25.7563410421313;0.763660686616152;2.3294976717472;152.709257211949;0
990;0;220;-0.217527844859928;26.2917098801289;2.20670992444928;2.30062438444368;152.285052600232;0
